"","V1","V2"
"1",4.27962141905888,0.568583134090884
"2",1.69958450708169,1.45537501147502
"3",0.910611365385271,-0.777029151113488
"4",3.41388780718061,1.89723043082686
"5",-0.447792795784244,-1.72720574410355
"6",-0.114204123251971,-1.67732991053222
"7",3.33823950086964,1.63349042098348
"8",0.807152917619459,1.65622904651619
"9",-1.14626249241544,-1.58240437105126
"10",-3.37596862855438,-1.05708986759554
"11",-1.03588921978551,-0.0498451854019027
"12",4.51565686440082,1.32986552807406
"13",-0.877555900558997,-1.03581094586594
"14",2.40316167853585,0.525213275215711
"15",2.32888641683948,-1.2059607211236
"16",1.07412764470296,1.26085913125145
"17",-1.38040014062647,-1.00488317613049
"18",-0.0074200972759495,-1.9969529098246
"19",2.79191583837091,2.30201548873997
"20",-0.183783145211701,-0.1794508630281
"21",-1.96903016203954,-2.88118568282596
"22",1.35225951393942,0.456841496585349
"23",0.880826903088257,1.40960174705664
"24",3.39315657262297,1.40693751763348
"25",1.04647042039611,0.540265761090715
"26",-2.60089429263898,-2.15748167726798
"27",-0.583662548379654,-2.26879584623577
"28",1.91288880758059,-0.219516965128616
"29",-1.48664719249238,-0.0237926013434804
"30",-1.28905197173534,-1.99839482169642
"31",-0.423943713892393,-2.06468200407322
"32",0.648100964146559,1.87851975782731
"33",0.594872625772519,-1.57412961863443
"34",0.734573382076877,-3.29678273713086
"35",2.81735083535125,-0.8350973432609
"36",-1.92710471956787,-3.97247403498449
"37",1.34441903774463,1.85583992177164
"38",4.40090805776781,2.74920048062782
"39",0.547195696420924,0.685265875591619
"40",0.743203499618708,0.637643093703313
"41",-2.69508787050808,-0.604543900325307
"42",1.03609895277344,0.702463676462846
"43",3.55742802561719,1.03085433321777
"44",2.32528706139942,2.90269367409826
"45",0.234012462648158,-1.65329401786914
"46",2.9118142646266,2.93518539585409
"47",-0.446560349085821,0.685286230355752
"48",-1.51546000451934,-1.06212257665784
"49",4.50000861367759,2.65221083159371
"50",1.21605211553065,-1.1205981165237
"51",3.89161834086143,1.85753171837972
"52",1.75785552695395,1.34936262094175
"53",1.27250883532472,-1.52297391041144
"54",3.92774368267747,1.26301430188139
"55",-1.6917480128578,-1.47811237440415
"56",0.904054312803453,-0.841165873055353
"57",-2.50040317629537,-0.449250025943692
"58",5.05518564670696,-0.408802849432018
"59",3.66376806242399,3.03594684669636
"60",3.89479606462108,-1.99817323300124
"61",-2.04062848718838,0.368799741222358
"62",2.0231205652559,-0.340635253307781
"63",0.201742011153945,1.16413325793238
"64",-1.57135279651836,-0.359630125286523
"65",-0.522695995837981,0.89320423129983
"66",-2.4609278504658,-2.68777293338302
"67",1.32005369684922,-2.20951314439532
"68",1.28554613472697,2.8065559307142
"69",0.253661813483168,0.330119137441192
"70",-2.70549561983656,0.356872490990972
"71",1.26726251891131,0.455337663249298
"72",1.32758764856836,-1.50621477114373
"73",0.825065371500113,1.88564934553417
"74",-1.68471323503413,-0.389135517804218
"75",1.48044203712241,2.63071565793702
"76",-3.16104349063325,0.499546335248642
"77",1.09481331191665,1.20793451257119
"78",0.651331515472608,-1.95877681448851
"79",-1.79949000909321,-1.18696596262244
"80",-3.1498723427614,-0.122386141581755
"81",-1.14329569270239,-2.61750026146534
"82",1.37695154211005,-0.911646852419241
"83",0.510088546682699,-1.60317028510572
"84",1.37077702991229,0.263364337187034
"85",2.94494070791434,-1.09741446340361
"86",1.08711042234182,1.00307871844908
"87",-2.58023243771434,-0.554431464326812
"88",3.54701765935387,2.97143432139364
"89",3.06429874668785,2.21821043554915
"90",0.209748002978307,-2.34907413136127
